GroupId,Value,Year
118,0.4,2018
118,0.300002,2019
118,0.249742,2020
118,0.17547,2021
118,0.134896,2022
118,0.049853,2023
118,0,2024
118,0,2025
118,0,2026
118,0,2027
118,0,2028
118,0,2029
118,0,2030
118,0,2031
118,0,2032
118,0,2033
118,0,2034
118,0,2035
118,0,2036
118,0,2037
118,0,2038
118,0,2039
118,0,2040
118,0,2041
118,0,2042
118,0,2043
118,0,2044
118,0,2045
104,0.225,2018
104,0.158,2019
104,0.124325,2020
104,0.074562,2021
104,0.047378,2022
104,0,2023
104,0,2024
104,0,2025
104,0,2026
104,0,2027
104,0,2028
104,0,2029
104,0,2030
104,0,2031
104,0,2032
104,0,2033
104,0,2034
104,0,2035
104,0,2036
104,0,2037
104,0,2038
104,0,2039
104,0,2040
104,0,2041
104,0,2042
104,0,2043
104,0,2044
104,0,2045
111,0.225,2018
111,0.154796,2019
111,0.11951,2020
111,0.067367,2021
111,0.038882,2022
111,0,2023
111,0,2024
111,0,2025
111,0,2026
111,0,2027
111,0,2028
111,0,2029
111,0,2030
111,0,2031
111,0,2032
111,0,2033
111,0,2034
111,0,2035
111,0,2036
111,0,2037
111,0,2038
111,0,2039
111,0,2040
111,0,2041
111,0,2042
111,0,2043
111,0,2044
111,0,2045
119,0.4,2018
119,0.318667,2019
119,0.277788,2020
119,0.217379,2021
119,0.184378,2022
119,0.115208,2023
119,0.02521,2024
119,0,2025
119,0,2026
119,0,2027
119,0,2028
119,0,2029
119,0,2030
119,0,2031
119,0,2032
119,0,2033
119,0,2034
119,0,2035
119,0,2036
119,0,2037
119,0,2038
119,0,2039
119,0,2040
119,0,2041
119,0,2042
119,0,2043
119,0,2044
119,0,2045
120,0.75,2018
120,0.519532,2019
120,0.403696,2020
120,0.23252,2021
120,0.139009,2022
120,0,2023
120,0,2024
120,0,2025
120,0,2026
120,0,2027
120,0,2028
120,0,2029
120,0,2030
120,0,2031
120,0,2032
120,0,2033
120,0,2034
120,0,2035
120,0,2036
120,0,2037
120,0,2038
120,0,2039
120,0,2040
120,0,2041
120,0,2042
120,0,2043
120,0,2044
120,0,2045
105,0.75,2018
105,0.64594,2019
105,0.593638,2020
105,0.516349,2021
105,0.474127,2022
105,0.385629,2023
105,0.270482,2024
105,0.139913,2025
105,0,2026
105,0,2027
105,0,2028
105,0,2029
105,0,2030
105,0,2031
105,0,2032
105,0,2033
105,0,2034
105,0,2035
105,0,2036
105,0,2037
105,0,2038
105,0,2039
105,0,2040
105,0,2041
105,0,2042
105,0,2043
105,0,2044
105,0,2045
122,0.025,2018
122,0,2019
122,0,2020
122,0,2021
122,0,2022
122,0,2023
122,0,2024
122,0,2025
122,0,2026
122,0,2027
122,0,2028
122,0,2029
122,0,2030
122,0,2031
122,0,2032
122,0,2033
122,0,2034
122,0,2035
122,0,2036
122,0,2037
122,0,2038
122,0,2039
122,0,2040
122,0,2041
122,0,2042
122,0,2043
122,0,2044
122,0,2045
103,0.225,2018
103,0.015505,2019
103,0,2020
103,0,2021
103,0,2022
103,0,2023
103,0,2024
103,0,2025
103,0,2026
103,0,2027
103,0,2028
103,0,2029
103,0,2030
103,0,2031
103,0,2032
103,0,2033
103,0,2034
103,0,2035
103,0,2036
103,0,2037
103,0,2038
103,0,2039
103,0,2040
103,0,2041
103,0,2042
103,0,2043
103,0,2044
103,0,2045
101,0.75,2018
101,0.616117,2019
101,0.548825,2020
101,0.449385,2021
101,0.395063,2022
101,0.281201,2023
101,0.133054,2024
101,0,2025
101,0,2026
101,0,2027
101,0,2028
101,0,2029
101,0,2030
101,0,2031
101,0,2032
101,0,2033
101,0,2034
101,0,2035
101,0,2036
101,0,2037
101,0,2038
101,0,2039
101,0,2040
101,0,2041
101,0,2042
101,0,2043
101,0,2044
101,0,2045
114,0.4,2018
114,0.325676,2019
114,0.28832,2020
114,0.233118,2021
114,0.202961,2022
114,0.139753,2023
114,0.057511,2024
114,0,2025
114,0,2026
114,0,2027
114,0,2028
114,0,2029
114,0,2030
114,0,2031
114,0,2032
114,0,2033
114,0,2034
114,0,2035
114,0,2036
114,0,2037
114,0,2038
114,0,2039
114,0,2040
114,0,2041
114,0,2042
114,0,2043
114,0,2044
114,0,2045
124,0.1,2018
124,0,2019
124,0,2020
124,0,2021
124,0,2022
124,0,2023
124,0,2024
124,0,2025
124,0,2026
124,0,2027
124,0,2028
124,0,2029
124,0,2030
124,0,2031
124,0,2032
124,0,2033
124,0,2034
124,0,2035
124,0,2036
124,0,2037
124,0,2038
124,0,2039
124,0,2040
124,0,2041
124,0,2042
124,0,2043
124,0,2044
124,0,2045
125,0.4,2018
125,0.310192,2019
125,0.265054,2020
125,0.198351,2021
125,0.161912,2022
125,0.085535,2023
125,0,2024
125,0,2025
125,0,2026
125,0,2027
125,0,2028
125,0,2029
125,0,2030
125,0,2031
125,0,2032
125,0,2033
125,0,2034
125,0,2035
125,0,2036
125,0,2037
125,0,2038
125,0,2039
125,0,2040
125,0,2041
125,0,2042
125,0,2043
125,0,2044
125,0,2045
126,0.225,2018
126,0.153504,2019
126,0.117569,2020
126,0.064467,2021
126,0.035458,2022
126,0,2023
126,0,2024
126,0,2025
126,0,2026
126,0,2027
126,0,2028
126,0,2029
126,0,2030
126,0,2031
126,0,2032
126,0,2033
126,0,2034
126,0,2035
126,0,2036
126,0,2037
126,0,2038
